feature,importancia_media_abs_shap
econ_situation_cat,0.1052014232696871
democ_supp_cat,0.06852281408984168
v2xlg_legcon,0.037099751767625776
v2pepwrsoc,0.02959021719926086
empleo_informal,0.028782253340392056
confidence_congress_alta,0.02586604709410557
v2pepwrort,0.022136038651966373
resp_economic_perception_cat,0.021677538651241054
job_concern,0.016515510266636266
v2x_libdem,0.015023831201560896
confidence_political_parties_alta,0.012965196248405688
confidence_army_alta,0.012622606115144729
ideologia_cat,0.011659688665084881
v2x_freexp_altinf,0.010734062048864977
confidence_police_alta,0.009239951069545914
