feature,importancia_media_abs_shap
democ_supp_cat,0.09697111218282795
econ_situation_cat,0.07561347018599926
v2x_jucon,0.04764835065842334
v2xcl_rol,0.031280109452862345
confidence_congress_alta,0.029056508086086983
v2x_freexp_altinf,0.028379659194728367
ideologia_cat,0.019033993924827377
confidence_police_alta,0.0172759073875143
v2x_egaldem,0.015265057898652618
v2xeg_eqdr,0.014434221951011083
ingreso_promedio_laboral,0.013682995171268772
confidence_political_parties_alta,0.01286983112481762
confidence_army_alta,0.011725890104179387
resp_economic_perception_cat,0.010501918140632048
v2pepwrort,0.009940426149472954
