feature,importancia_media_abs_shap
confidence_congress_alta,0.34642458921056496
democ_supp_cat,0.0812623067800769
econ_situation_cat,0.049924036513381585
confidence_judiciary_alta,0.021159080105949364
confidence_army_alta,0.016964029320564563
confidence_political_parties_alta,0.016002976578836488
ideologia_cat,0.010740089947686656
goods_hot_water_bin,0.007264171832006942
confidence_police_alta,0.006010923683779861
job_concern,0.004355753410100651
empleo_informal,0.004098577495228187
v2x_freexp_altinf,0.003685640179380266
v2pepwrort,0.0034988392729374753
tasa_participacion_global,0.002959520995890716
v2xcl_rol,0.0029295446636130058
