feature,importancia_media_abs_shap
econ_situation_cat,0.42604648747048646
confidence_congress_alta,0.3241571892218841
democ_supp_cat,0.2916302930731926
resp_economic_perception_cat,0.22797431085497416
ingreso_promedio_laboral,0.14666319256278046
confidence_police_alta,0.14251531424373953
ideologia_cat,0.13964458279717964
job_concern,0.12708178166792414
confidence_political_parties_alta,0.12668875603305996
resp_age,0.11964980187606168
confidence_army_alta,0.10461783915878148
resp_education,0.08737197613835408
confidence_judiciary_alta,0.08569636253677974
goods_wash_mach_bin,0.07348141065474331
resp_employment,0.06113606782885246
