feature,importancia_media_abs_shap
econ_situation_cat,0.5972653
empleo_formal,0.5656736
democ_supp_cat,0.3728756
v2xeg_eqprotec,0.22707988
confidence_congress_alta,0.17461075
confidence_political_parties_alta,0.1064441
confidence_judiciary_alta,0.09678617
resp_economic_perception_cat,0.09169585
v2x_polyarchy,0.088813074
confidence_army_alta,0.08725828
ingreso_promedio_laboral,0.07635541
confidence_police_alta,0.059352156
job_concern,0.05608142
resp_education,0.053529438
resp_sex,0.042683706
