feature,importancia_media_abs_shap
democ_supp_cat,0.1335592762358337
econ_situation_cat,0.08945795807493374
empleo_informal,0.055217127473092556
ideologia_cat,0.04228588294110553
confidence_political_parties_alta,0.03532836460937637
confidence_congress_alta,0.03379512490595575
v2pepwrgeo,0.03185215453764952
v2pepwrort,0.028020772211196726
goods_wash_mach_bin,0.02554107371904794
resp_employment,0.02513274164415279
confidence_judiciary_alta,0.022257805914804765
confidence_army_alta,0.022247625687216447
ingreso_promedio_laboral,0.021448121399611712
resp_education,0.021355159719515886
pobreza_ingresos,0.0209789003245667
