feature,importancia_media_abs_shap
democ_supp_cat,0.12633338669654118
econ_situation_cat,0.06628417906387653
confidence_congress_alta,0.04709364442291909
v2pepwrort,0.042839706741107236
ingreso_promedio_laboral,0.020157965491368286
resp_chief,0.019066508961349423
ideologia_cat,0.018634061087452854
resp_economic_perception_cat,0.017194785481314687
confidence_army_alta,0.015887957947181775
confidence_political_parties_alta,0.015826114951907735
tasa_desempleo,0.015477992559957512
confidence_judiciary_alta,0.014576983728808326
v2xel_frefair,0.013552436583454898
confidence_police_alta,0.01255012351664431
goods_hot_water_bin,0.011608554302489154
