feature,importancia_media_abs_shap
empleo_formal,0.5542713
econ_situation_cat,0.5214786
democ_supp_cat,0.33846155
v2xeg_eqprotec,0.17712738
confidence_congress_alta,0.16061111
confidence_judiciary_alta,0.13516684
confidence_political_parties_alta,0.1094958
confidence_army_alta,0.107418776
v2x_polyarchy,0.101794116
resp_economic_perception_cat,0.0888731
confidence_police_alta,0.068550006
goods_car_bin,0.0656808
job_concern,0.056050234
resp_religion,0.050820865
resp_education,0.046759304
