feature,importancia_media_abs_shap
confidence_congress_alta,0.20823760440956304
confidence_police_alta,0.09757777554530214
ingreso_promedio_pc,0.030611470607415498
v2pepwrsoc,0.029131017576483866
econ_situation_cat,0.027895677268432114
resp_economic_perception_cat,0.02217384546900876
democ_supp_cat,0.01280879412766605
goods_hot_water_bin,0.009089854931501487
pobreza_ingresos,0.008891796887416717
empleo_informal,0.008538822333750185
resp_employment,0.006158255695289572
gini_ingpc,0.006003519431845531
ideologia_cat,0.005899657004428448
confidence_army_alta,0.005738209063714158
pobreza_extrema_ingresos,0.0053407907589246096
