feature,importancia_media_abs_shap
democ_supp_cat,0.14786218189246367
resp_economic_perception_cat,0.07279231681219515
econ_situation_cat,0.06449876713456204
confidence_congress_alta,0.052039713610354206
pobreza_ingresos,0.042264498346593515
ingreso_promedio_laboral,0.04076047846639657
v2xel_frefair,0.037241614376675024
v2x_libdem,0.030140230158650715
confidence_police_alta,0.01932272423090206
ideologia_cat,0.018707177085014595
v2x_egaldem,0.0186473318174422
tasa_desempleo,0.01457534574091082
confidence_political_parties_alta,0.013217050602710266
goods_wash_mach_bin,0.012479108345897822
resp_education,0.012300977834044914
