democ_satis,democ_supp,left_right_scale,job_concern,econ_situation,confidence_congress,confidence_judiciary,confidence_church,confidence_police,confidence_army,confidence_political_parties,resp_sex,resp_age,resp_education,resp_employment,resp_religion,goods_wash_mach,goods_car,goods_sewage,goods_hot_water,resp_chief,anio,resp_economic_perception,country_name,iso3,satisfecho_democracia,democ_supp_cat,ideologia_cat,econ_situation_cat,resp_economic_perception_cat,goods_wash_mach_bin,goods_car_bin,goods_sewage_bin,goods_hot_water_bin,confidence_congress_alta,confidence_judiciary_alta,confidence_church_alta,confidence_police_alta,confidence_army_alta,confidence_political_parties_alta,tasa_participacion_global,tasa_desempleo,empleo_formal,empleo_informal,ingreso_promedio_pc,ingreso_promedio_laboral,gini_ingpc,pobreza_ingresos,pobreza_extrema_ingresos,n_personas_muestra,country_name_vdem,country_text_id,country_id,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2x_freexp_altinf,v2xel_frefair,v2xcl_rol,v2x_jucon,v2xlg_legcon,v2xeg_eqprotec,v2xeg_eqaccess,v2xeg_eqdr,v2pepwrses,v2pepwrsoc,v2pepwrgen,v2pepwrort,v2pepwrgeo
2.0,1.0,9.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,20.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,1.0,prefiere_democracia,derecha,positiva,positiva,False,True,False,False,False,True,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,,10.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,54.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,4.0,Ecuador,ECU,1.0,,derecha,negativa,negativa,False,False,False,False,False,False,False,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,40.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2008,2.0,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,positiva,True,False,True,False,False,False,True,False,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
1.0,1.0,10.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,62.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,derecha,regular,regular,False,False,True,False,False,False,False,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,6.0,2.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,40.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2008,2.0,Ecuador,ECU,1.0,prefiere_democracia,centro,negativa,positiva,False,False,True,False,False,False,False,True,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,30.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,,regular,regular,False,False,True,False,False,True,False,True,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,1.0,7.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,64.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2008,2.0,Ecuador,ECU,0.0,prefiere_democracia,derecha,regular,positiva,False,False,True,False,False,False,False,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,,,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,40.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2008,2.0,Ecuador,ECU,1.0,,,positiva,positiva,False,False,False,False,True,True,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,3.0,,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,46.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2008,2.0,Ecuador,ECU,0.0,indiferente,,positiva,positiva,True,False,False,False,True,False,True,True,True,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,,,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,19.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2008,3.0,Ecuador,ECU,0.0,,,negativa,regular,True,True,True,False,False,False,False,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,2.0,3.0,3.0,2.0,,1.0,4.0,1.0,4.0,1.0,45.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,izquierda,regular,regular,False,False,True,False,True,,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,,5.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,18.0,5.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,,regular,regular,True,False,True,False,True,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,1.0,,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,36.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2008,2.0,Ecuador,ECU,0.0,prefiere_democracia,,positiva,positiva,True,False,True,False,True,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,,,5.0,5.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,75.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2008,2.0,Ecuador,ECU,0.0,,,negativa,positiva,True,False,True,False,True,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,60.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2008,3.0,Ecuador,ECU,0.0,prefiere_democracia,,negativa,regular,True,False,True,False,False,False,True,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,32.0,6.0,3.0,,1.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,,regular,regular,True,False,True,False,True,False,False,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,21.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2008,3.0,Ecuador,ECU,0.0,indiferente,izquierda,negativa,regular,False,False,False,False,True,False,False,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
,,,5.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,23.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,,,,regular,positiva,False,False,False,False,True,True,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,21.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,izquierda,positiva,regular,False,False,False,False,True,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,3.0,,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,25.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2008,4.0,Ecuador,ECU,0.0,indiferente,,negativa,negativa,False,False,False,False,False,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,37.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,3.0,Ecuador,ECU,1.0,indiferente,izquierda,regular,regular,False,False,False,False,True,True,True,True,True,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,3.0,7.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,32.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,4.0,Ecuador,ECU,1.0,indiferente,derecha,regular,negativa,False,False,False,False,True,False,True,True,True,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,5.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,60.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,0.0,prefiere_democracia,,negativa,positiva,True,False,False,False,False,True,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,1.0,,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,42.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2008,3.0,Ecuador,ECU,0.0,prefiere_democracia,,regular,regular,False,False,False,False,True,False,True,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,72.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,False,False,False,False,False,False,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,,10.0,2.0,4.0,3.0,,4.0,2.0,1.0,,1.0,58.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,0.0,,derecha,negativa,regular,False,False,True,False,False,,False,True,True,,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,,,5.0,4.0,3.0,,2.0,4.0,4.0,4.0,2.0,52.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,3.0,Ecuador,ECU,0.0,,,negativa,regular,False,False,False,False,False,,True,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,,,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,28.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2008,4.0,Ecuador,ECU,0.0,,,negativa,negativa,False,False,True,True,False,False,False,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,36.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,5.0,Ecuador,ECU,0.0,,,negativa,negativa,False,False,False,False,False,False,False,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
,,,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,24.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,3.0,Ecuador,ECU,,,,regular,regular,False,False,False,False,False,False,False,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,,,5.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,76.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2008,2.0,Ecuador,ECU,1.0,,,regular,positiva,False,False,True,False,True,True,False,False,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,30.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2008,3.0,Ecuador,ECU,0.0,prefiere_democracia,izquierda,regular,regular,False,False,True,False,False,False,False,False,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
1.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,23.0,2.0,6.0,1.0,,,,,2.0,2008,3.0,Ecuador,ECU,1.0,prefiere_democracia,izquierda,regular,regular,,,,,True,True,True,True,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,35.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2008,2.0,Ecuador,ECU,1.0,prefiere_autoritarismo,izquierda,regular,positiva,True,True,True,True,False,False,True,True,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,5.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,29.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2008,2.0,Ecuador,ECU,0.0,prefiere_democracia,,positiva,positiva,False,False,True,True,False,False,False,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,38.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2008,3.0,Ecuador,ECU,0.0,prefiere_democracia,,positiva,regular,False,False,True,True,False,False,True,False,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,70.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2008,3.0,Ecuador,ECU,0.0,prefiere_democracia,,positiva,regular,False,False,True,True,True,True,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
1.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,21.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2008,2.0,Ecuador,ECU,1.0,prefiere_autoritarismo,centro,regular,positiva,False,False,True,True,False,False,True,True,True,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,22.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,1.0,prefiere_autoritarismo,izquierda,positiva,positiva,False,False,False,False,False,False,True,True,True,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,50.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2008,2.0,Ecuador,ECU,1.0,prefiere_democracia,izquierda,positiva,positiva,False,False,False,False,False,False,False,True,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
,2.0,,5.0,2.0,,,,,,,2.0,65.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,,prefiere_autoritarismo,,positiva,positiva,False,False,False,False,,,,,,,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,52.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2008,2.0,Ecuador,ECU,1.0,prefiere_democracia,izquierda,regular,positiva,False,False,True,False,True,False,False,True,False,True,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,2.0,,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,21.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2008,3.0,Ecuador,ECU,0.0,prefiere_autoritarismo,,positiva,regular,False,False,True,False,False,False,False,True,False,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
4.0,1.0,,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,43.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2008,2.0,Ecuador,ECU,0.0,prefiere_democracia,,positiva,positiva,False,False,False,False,False,True,True,True,True,False,67.94894391993591,6.143136239884134,48.025829634431226,40.97892771992252,159.2878682057877,11413.616121393588,0.5122260700889409,35.030992822694024,15.592375394729972,169111,Ecuador,ECU,75,0.632,0.351,0.473,0.477,0.416,0.779,0.743,0.837,0.246,0.3,0.547,0.715,0.582,0.631375,0.63025,0.61025,0.536375,0.451875
