democ_satis,democ_supp,left_right_scale,job_concern,econ_situation,confidence_congress,confidence_judiciary,confidence_church,confidence_police,confidence_army,confidence_political_parties,resp_sex,resp_age,resp_education,resp_employment,resp_religion,goods_wash_mach,goods_car,goods_sewage,goods_hot_water,resp_chief,anio,resp_economic_perception,country_name,iso3,satisfecho_democracia,democ_supp_cat,ideologia_cat,econ_situation_cat,resp_economic_perception_cat,goods_wash_mach_bin,goods_car_bin,goods_sewage_bin,goods_hot_water_bin,confidence_congress_alta,confidence_judiciary_alta,confidence_church_alta,confidence_police_alta,confidence_army_alta,confidence_political_parties_alta,tasa_participacion_global,tasa_desempleo,empleo_formal,empleo_informal,ingreso_promedio_pc,ingreso_promedio_laboral,gini_ingpc,pobreza_ingresos,pobreza_extrema_ingresos,n_personas_muestra,country_name_vdem,country_text_id,country_id,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2x_freexp_altinf,v2xel_frefair,v2xcl_rol,v2x_jucon,v2xlg_legcon,v2xeg_eqprotec,v2xeg_eqaccess,v2xeg_eqdr,v2pepwrses,v2pepwrsoc,v2pepwrgen,v2pepwrort,v2pepwrgeo
3.0,1.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,65.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,positiva,,False,False,True,False,False,False,True,False,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,39.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,izquierda,positiva,,True,False,True,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,66.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,True,False,True,False,False,False,True,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,38.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,,regular,,True,True,True,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,24.0,7.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,True,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,38.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,positiva,,False,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,7.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,57.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,derecha,positiva,,True,False,True,False,False,True,True,False,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,53.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,negativa,,False,False,True,False,False,False,False,False,False,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,negativa,,False,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,69.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,False,False,False,True,False,True,True,False,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,regular,,False,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,55.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,negativa,,True,True,True,True,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,False,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,62.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,indiferente,centro,positiva,,False,False,True,False,True,False,True,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,5.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,51.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,indiferente,centro,positiva,,True,False,True,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,6.0,1.0,4.0,2.0,,2.0,2.0,,,1.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,negativa,,True,False,True,False,True,,True,True,,,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,,5.0,5.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,25.0,6.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,,centro,positiva,,True,False,True,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,3.0,8.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,23.0,6.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,0.0,indiferente,derecha,regular,,True,False,True,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,26.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,indiferente,centro,positiva,,True,True,True,False,False,False,True,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,8.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,47.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,derecha,negativa,,False,False,False,False,True,True,True,False,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,7.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,73.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,derecha,regular,,False,False,False,False,False,True,True,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,40.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,positiva,,False,False,False,False,True,True,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,8.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,24.0,7.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,derecha,regular,,True,False,False,False,False,False,False,False,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,8.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,53.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,derecha,regular,,False,False,False,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,7.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,20.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,derecha,regular,,True,False,False,False,False,True,True,True,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,39.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,regular,,False,False,False,False,False,False,False,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,35.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,regular,,False,False,True,False,False,True,False,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,7.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,37.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,derecha,negativa,,True,False,False,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,32.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,regular,,False,False,False,False,True,True,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,6.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,18.0,5.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,centro,regular,,True,False,False,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,54.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,negativa,,False,False,False,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,47.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,0.0,prefiere_democracia,izquierda,regular,,False,False,False,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,True,False,True,False,True,True,True,True,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,44.0,5.0,7.0,,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,izquierda,positiva,,True,False,False,False,False,True,True,False,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,8.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,40.0,3.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,derecha,negativa,,False,True,False,False,False,False,True,True,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,35.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,centro,regular,,True,False,False,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,73.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2017,,Ecuador,ECU,1.0,prefiere_democracia,izquierda,regular,,False,False,False,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
4.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,45.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,0.0,indiferente,centro,negativa,,False,False,True,False,False,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,6.0,5.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,67.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,indiferente,centro,regular,,False,False,True,False,False,False,True,False,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
3.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,25.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,0.0,indiferente,centro,negativa,,True,False,True,False,False,False,True,False,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,56.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,1.0,indiferente,centro,positiva,,True,False,True,False,False,True,True,False,True,True,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
4.0,3.0,6.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,23.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2017,,Ecuador,ECU,0.0,indiferente,centro,negativa,,True,False,True,False,False,False,True,False,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
2.0,3.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,31.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,indiferente,centro,positiva,,True,False,True,False,False,False,True,True,False,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
1.0,3.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,31.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2017,,Ecuador,ECU,1.0,indiferente,derecha,positiva,,True,False,True,False,True,False,True,True,True,False,68.56436981234867,4.412023055741836,47.80134639295489,45.279787295401455,230.1217893994959,3581.413350786185,0.4685890112259453,22.27203213786116,8.148856344480246,285742,Ecuador,ECU,75,0.555,0.342,0.38,0.438,0.393,0.726,0.669,0.848,0.265,0.514,0.636,0.775,0.627,0.659125,0.671,0.6245,0.622875,0.436375
